countryCode,monitoringSiteIdentifier,monitoringSiteIdentifierScheme,parameterWaterBodyCategory,observedPropertyDeterminandCode,observedPropertyDeterminandLabel,procedureAnalysedMatrix,resultUom,phenomenonTimeReferenceYear,parameterSamplingPeriod,procedureLOQValue,resultNumberOfSamples,resultQualityNumberOfSamplesBelowLOQ,resultQualityMinimumBelowLOQ,resultMinimumValue,resultQualityMeanBelowLOQ,resultMeanValue,resultQualityMaximumBelowLOQ,resultMaximumValue,resultQualityMedianBelowLOQ,resultMedianValue,resultStandardDeviationValue,procedureAnalyticalMethod,parameterSampleDepth,resultObservationStatus,remarks,metadata_versionId,metadata_beginLifeSpanVersion,metadata_statusCode,metadata_observationStatus,UID
AT,ATPG54100402,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.01,2,0,0,0.05,0,0.07,0,0.09,0,0.07,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166211
AT,ATPG70321052,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,0.07786,0,0.07786,0,0.07786,0,0.07786,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,U,11166212
AT,ATPG40405022,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,0.08,0,0.08,0,0.08,0,0.08,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,U,11166213
AT,ATPG40713022,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,0.08,0,0.08,0,0.08,0,0.08,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,U,11166214
AT,ATPG40905012,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,0.08,0,0.08,0,0.08,0,0.08,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,U,11166215
AT,ATPG41013022,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,0.08,0,0.08,0,0.08,0,0.08,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,U,11166216
AT,ATPG51200912,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.01,1,0,0,0.08,0,0.08,0,0.08,0,0.08,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166217
AT,ATPG70201022,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,,1,0,0,0.09507,0,0.09507,0,0.09507,0,0.09507,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,U,11166218
AT,ATKK10003152,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166219
AT,ATKK20201032,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166220
AT,ATKK20305052,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166221
AT,ATKK20305092,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166222
AT,ATKK20305102,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166223
AT,ATKK20307202,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166224
AT,ATKK20307212,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166225
AT,ATKK20405052,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166226
AT,ATKK20409062,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166227
AT,ATKK20412062,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166228
AT,ATKK20414052,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166229
AT,ATKK20417072,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166230
AT,ATKK20506012,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166231
AT,ATKK20601022,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166232
AT,ATKK20602052,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166233
AT,ATKK20613122,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166234
AT,ATKK20625042,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166235
AT,ATKK20627042,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166236
AT,ATKK20702032,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166237
AT,ATKK20707102,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166238
AT,ATKK20711052,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166239
AT,ATKK20722052,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166240
AT,ATKK20722062,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166241
AT,ATKK20725012,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166242
AT,ATKK20725022,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166243
AT,ATKK20804032,euMonitoringSiteCode,GW,CAS_127-18-4,Tetrachloroethylene,W,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,,Other analytical method,-9999,A,EN ISO 10301:1998,http://cdr.eionet.europa.eu/at/eea/wise_soe/wise4/envwkv_yq/WISE-AT-GW-Quality-2015_V2_AggregatedData.xml,25:39.0,stable,A,11166244
